Supplier Name,Location,Category,Product,Transportation Mode,Transportation Route,Distribution Network,Emission Intensity (kg CO2/unit),Total Emissions (ton CO2),Fuel Consumption (liters),Energy Consumption (GJ),Sustainability Rating,Regulatory Impact,Year
Celestial Supply Chain,Chile,Industrial,Hydraulic Pump,Train,Interstate 75 (I-75),Suppliers,16.02,44.11,2819.43,57.56,8,Medium,2020
Zenith Logistics,Brazil,Electric,Solar Panel,Air,Hong Kong International Airport,Logistics,7.56,15.08,746.19,342.9,8.8,Medium,2020
Radiant Traders,Venezuela,Residential,Vacuum Cleaner,Ship,Port of Singapore,Manufacturers,17.45,10.14,1136.38,791.44,4,Low,2020
Summit Procurement,Thailand,Residential,Sofa,Train,Interstate 10 (I-10),Retailers,16.43,15.8,2192.41,337.83,5.6,Low,2021
Frontier Supply Co.,New Zealand,Commercial,File Cabinet,Truck,Paris Orly Airport,Warehouses,19.82,24.08,6898.78,420.26,6.9,High,2018
Vanguard Resources,Taiwan,Commercial,Office Desk,Air,Amtrak Acela Express,Suppliers,4.95,12.88,5168.53,574.63,5.5,High,2019
Stellar Supply Co.,Malaysia,Industrial,Lathe,Train,Thalys Amsterdam-Cologne,Logistics,19.46,18.62,3934.95,440.38,4,Low,2023
Titan Supply Chain,Egypt,Commercial,Shredder,Ship,Interstate 75 (I-75),Logistics,19.88,6.93,8665.34,480.43,5.4,High,2020
Stellar Solutions,South Korea,Electric,Solar Panel,Air,Interstate 10 (I-10),Suppliers,13.66,14,8432.9,557.11,7.7,High,2022
Radiant Logistics,South Africa,Electric,Smart Plug,Truck,Interstate 10 (I-10),Wholesalers,9.21,39.56,8774.35,692.75,8.2,High,2023
Radiant Traders,Venezuela,Residential,Refrigerator,Ship,Dubai Port,Retailers,7.35,8.89,6294.82,231.38,6.7,Medium,2022
Infinity Logistics,Malaysia,Industrial,Hydraulic Pump,Truck,Hamburg Port,Warehouses,17.98,26.33,9612.5,988.26,9.5,Medium,2021
Titan Resource Partners,Kenya,Electric,Solar Panel,Air,Port of Felixstowe,Logistics,9.69,29.87,1681.77,84.36,6.7,Low,2022
Proxima Supply Co.,United Arab Emirates,Commercial,Cubicle Partition,Truck,Interstate 40 (I-40),Manufacturers,13.26,40.81,4044.38,398.7,5.4,High,2020
Proxima Trading Co.,Russia,Commercial,Desk Chair,Truck,Eurostar Brussels-London,Wholesalers,18.29,3.05,6715.65,257.59,9.6,High,2018
Infinity Logistics,Malaysia,Transportation,Air Filter,Ship,Hamburg Port,Suppliers,1.52,4.78,2808.44,481.66,8.4,Low,2018
Vanguard Supply,China,Transportation,Radiator,Ship,Shinkansen Osaka-Kyoto,Retailers,6.51,40.35,6933.94,610.4,6.9,High,2021
Ascend Distribution,Sweden,Industrial,Pneumatic Tool,Air,Interstate 40 (I-40),Retailers,14.97,10.19,9464.25,162.47,4.8,Medium,2023
Infinity Traders,Norway,Commercial,Office Desk,Ship,Amsterdam Airport Schiphol,Suppliers,13.04,13.41,1663.43,50.93,6.2,Medium,2021
Celestial Supply Chain,Chile,Residential,Washing Machine,Truck,Port of New York and New Jersey,Suppliers,16.52,30.88,8703.18,156.09,8.5,Medium,2020
Zenith Logistics,Brazil,Transportation,Radiator,Ship,Port of Shanghai,Suppliers,13.03,21.42,3570.95,864.67,8.9,Medium,2021
Vertex Industries,Turkey,Residential,Vacuum Cleaner,Air,Port of Zeebrugge,Warehouses,8.8,49.48,1711.01,194.44,6.6,High,2020
Zenith Supply Co.,Switzerland,Electric,Electric Heater,Ship,Port of Antwerp,Manufacturers,13.17,14.93,4754.42,714.64,4.4,High,2018
Ascend Distribution,Sweden,Commercial,Cubicle Partition,Ship,Port of Los Angeles,Manufacturers,3.79,18.44,2502.92,424.5,9.9,Low,2019
Stellar Supply Co.,Malaysia,Electric,Battery Charger,Air,TGV Paris-Marseille,Suppliers,18.36,10.52,2803.09,587.97,6.1,Medium,2019
Aurora Logistics,Hungary,Industrial,Hydraulic Pump,Ship,Hamburg Port,Manufacturers,9.03,22.46,5304.24,196.75,5.6,Medium,2023
Eclipse Distributors,Denmark,Industrial,Forklift,Air,Port of Tanjung Priok,Suppliers,11.61,47.04,3901.08,806.93,9.8,Medium,2018
Titan Supply Chain,Egypt,Transportation,Car Battery,Train,Interstate 25 (I-25),Manufacturers,13.21,35.85,9804.53,396.44,4.3,Medium,2023
Horizon Distribution,Chile,Industrial,Lathe,Air,LAX Airport,Suppliers,17.62,40.82,3782.02,678.98,5.7,High,2021
Vanguard Resources,Taiwan,Industrial,Conveyor Belt,Air,Port of Long Beach,Suppliers,12.1,27.09,7394.29,186.34,5.6,Medium,2022
Apex Supply Co.,Canada,Transportation,Tire,Truck,Interstate 25 (I-25),Warehouses,13.39,19.87,1921.99,240.02,7.5,High,2022
Terra Resources,Uruguay,Transportation,Tire,Train,Hamburg Port,Suppliers,1.94,48.95,5219.74,548.77,5.7,Low,2020
Stellar Supply Co.,Malaysia,Transportation,Tire,Train,Frankfurt Airport,Warehouses,7.28,34.78,4920.91,609.09,7.7,High,2023
Quantum Logistics,Indonesia,Electric,Surge Protector,Air,Amsterdam Airport Schiphol,Logistics,6.57,11.67,1231.65,292.6,8.9,High,2019
Zenith Supply Co.,Switzerland,Transportation,Alternator,Train,Port of Jebel Ali,Wholesalers,11.39,17.26,5854.77,303.78,5.6,High,2021
Ascend Supply Chain,Bangladesh,Transportation,Radiator,Ship,Interstate 65 (I-65),Warehouses,1.97,19.19,1477.01,235.13,3.8,Low,2021
Infinity Traders,Norway,Commercial,Coffee Maker,Air,Interstate 90 (I-90),Retailers,3.99,45.03,7258.65,533.38,7.6,Medium,2018
Celestial Resources,Ireland,Industrial,Pneumatic Tool,Train,Eurostar London-Paris,Warehouses,1.21,5.02,4501.35,91.03,3.9,Medium,2019
Terra Logistics,India,Industrial,Forklift,Truck,Port of Santos,Warehouses,5.21,23.96,5693.45,710.56,4.5,Medium,2021
Nexus Procurement,Germany,Commercial,Conference Table,Air,Shinkansen Osaka-Kyoto,Retailers,2.27,14.27,6716.94,527.28,8.2,High,2018
Vanguard Resources,Taiwan,Residential,Microwave,Train,Shinkansen Tokyo-Osaka,Retailers,5.9,31.84,1900.34,495.88,9.5,Low,2018
Spectrum Trading Solutions,Mexico,Commercial,Office Desk,Truck,Port of Long Beach,Suppliers,19.74,9.94,3944.12,168.7,7.1,Medium,2020
Aurora Trade Partners,United Kingdom,Electric,Power Strip,Train,Port of Antwerp,Manufacturers,18.17,40.59,4769.45,432.09,6.9,Medium,2021
Radiant Logistics,South Africa,Transportation,Radiator,Train,Amtrak Acela Express,Manufacturers,4.19,33.72,622.6,983.55,8,High,2018
Atlas Trading Co.,Singapore,Commercial,File Cabinet,Train,Hamburg Port,Suppliers,5.59,21.67,4891.87,85.47,4.5,High,2020
Infinity Traders,Norway,Industrial,Industrial Robot,Truck,Tokyo Narita Airport,Manufacturers,14.41,19.63,3486.59,895.28,5.7,Medium,2019
Titan Supply Chain,Egypt,Transportation,Tire,Train,Interstate 55 (I-55),Retailers,3.68,11.45,1375.7,531.01,10,High,2019
Proxima Trading Co.,Russia,Residential,Sofa,Train,Port of Singapore,Wholesalers,2.45,47.98,3995.39,889.5,6.4,Medium,2020
Apex Logistics,Vietnam,Electric,Electric Heater,Ship,Paris Charles de Gaulle Airport,Wholesalers,1.35,15.13,110.69,55.27,8.6,Low,2021
Terra Logistics,India,Residential,Refrigerator,Air,Interstate 5 (I-5),Manufacturers,7.15,11.49,5576.81,744.73,5,Low,2022
Apex Supply Co.,Canada,Electric,Battery Charger,Train,Interstate 15 (I-15),Manufacturers,17.62,47.76,8822.78,357.86,4.7,High,2022
Zenith Logistics,Brazil,Electric,Smart Plug,Truck,Port of Long Beach,Warehouses,5.41,8.09,4060.99,383.52,5.6,Medium,2019
Spectrum Enterprises,France,Electric,Wall Socket,Ship,TGV Paris-Marseille,Suppliers,1.32,35.07,5583.76,351.83,5.9,Low,2023
Nova Trade Solutions,Italy,Commercial,Coffee Maker,Ship,Interstate 25 (I-25),Logistics,16.05,28.05,5812.77,827.92,7.6,Low,2018
Summit Procurement,Thailand,Transportation,Oil Filter,Train,Interstate 40 (I-40),Suppliers,11.44,49,5168.15,488.27,8.2,High,2022
Zenith Supply Co.,Switzerland,Commercial,Desk Chair,Truck,Frankfurt Airport,Suppliers,18.27,45.39,7971.71,579.72,7.6,Low,2019
Celestial Supply Chain,Chile,Transportation,Headlight,Train,LAX Airport,Warehouses,6.15,40.03,267.01,978.31,7.1,High,2021
Spectrum Supplies,Japan,Transportation,Oil Filter,Train,Interstate 15 (I-15),Wholesalers,13.75,3.51,7447.29,543.5,7.7,High,2022
Frontier Supply Co.,New Zealand,Transportation,Brake Pad,Train,Interstate 35 (I-35),Retailers,1.36,36.61,5005.9,563.5,6.5,High,2019
Horizon Supplies,Netherlands,Residential,Microwave,Train,Port of Long Beach,Logistics,19.94,36.05,9997.14,318.72,5.3,High,2018
Omega Trading Solutions,Argentina,Residential,Washing Machine,Train,Port of Long Beach,Retailers,19.21,36.04,1338.6,533.1,6.6,Medium,2022
Titan Resource Partners,Kenya,Industrial,Forklift,Ship,Port of Felixstowe,Suppliers,19.56,39.38,6414.81,841.98,8.5,Medium,2018
Spectrum Supplies,Japan,Residential,Washing Machine,Ship,Eurostar London-Paris,Logistics,18.55,24.44,5433.3,874.94,6.6,Medium,2019
Apex Supply Co.,Canada,Electric,Surge Protector,Truck,Interstate 20 (I-20),Retailers,3.86,41.5,1952.24,474.78,3.8,Medium,2023
Quantum Distributors,Colombia,Industrial,Conveyor Belt,Ship,Eurostar London-Brussels,Warehouses,10.2,32.1,8606.88,169.67,8,High,2019
Stellar Solutions,South Korea,Commercial,Projector,Air,LAX Airport,Manufacturers,10.36,13.57,1133.5,689.63,7.6,High,2022
Elevate Enterprises,Greece,Residential,Lamp,Train,Interstate 80 (I-80),Manufacturers,4.02,16.7,6885.95,940.23,5.8,Low,2020
Spectrum Supplies,Japan,Electric,Smart Plug,Train,Amsterdam Airport Schiphol,Suppliers,10.31,29.08,6980.37,208.09,5,High,2019
Spectrum Trading Solutions,Mexico,Commercial,File Cabinet,Truck,Shinkansen Osaka-Kyoto,Wholesalers,4.34,17.02,9225.47,622.05,8.6,High,2020
Terra Resources,Uruguay,Industrial,Industrial Fan,Ship,Port of Hong Kong,Manufacturers,2.58,18.1,127.61,521.01,9.3,High,2019
Aurora Logistics,Hungary,Residential,Refrigerator,Ship,Port of Zeebrugge,Warehouses,10.07,18.66,4271.53,327.05,5.4,High,2022
Vanguard Supply,China,Electric,Battery Charger,Air,Interstate 5 (I-5),Manufacturers,19.92,25.24,7719.7,764.4,9.7,Low,2018
Radiant Logistics,South Africa,Industrial,Industrial Fan,Train,Port of Rotterdam,Wholesalers,1.48,24.77,3687.28,958.41,4,Medium,2022
Frontier Resources,United States,Electric,Smart Plug,Air,Port of Felixstowe,Manufacturers,15.21,25.02,7115.27,478.99,5.2,Low,2023
Radiant Logistics,South Africa,Transportation,Shock Absorber,Train,Interstate 20 (I-20),Suppliers,18.94,30.5,529.27,923.55,8.1,Medium,2020
Vertex Industries,Turkey,Transportation,Tire,Truck,Amsterdam Airport Schiphol,Wholesalers,10.79,16.34,5068.73,161.08,5,Low,2019
Infinity Logistics,Malaysia,Electric,Extension Cord,Ship,Paris Charles de Gaulle Airport,Suppliers,2.82,32.85,2212.42,450.2,4.5,Medium,2019
Vanguard Resources,Taiwan,Transportation,Car Battery,Air,Port of Zeebrugge,Manufacturers,5.23,13,8495.02,414.11,5.7,Low,2019
Aurora Logistics,Hungary,Electric,Solar Panel,Train,Port of Los Angeles,Suppliers,11.12,21.04,8942.02,110.99,7.1,Low,2019
Titan Supply Chain,Egypt,Transportation,Car Battery,Air,Thalys Amsterdam-Cologne,Retailers,14.15,40.24,1362.87,400.57,7.5,Medium,2022
Terra Logistics,India,Transportation,Air Filter,Train,Thalys Cologne-Paris,Retailers,3.77,21.89,9828.05,933.36,6.8,High,2019
Infinity Logistics,Malaysia,Industrial,Industrial Robot,Truck,Port of Long Beach,Logistics,14.94,35.51,8775.92,86.58,6.9,High,2022
Radiant Traders,Venezuela,Transportation,Brake Pad,Train,Eurostar London-Paris,Logistics,16.96,33.06,7784.34,518.2,6.3,Medium,2020
Proxima Trading Co.,Russia,Residential,Vacuum Cleaner,Ship,Port of Valencia,Suppliers,7.61,49.68,931.11,266.92,7.2,Medium,2020
Spectrum Trading Solutions,Mexico,Transportation,Alternator,Air,Interstate 15 (I-15),Suppliers,13.78,19.69,196.36,581.81,5.6,Low,2021
Elevation Supply Chain,Portugal,Commercial,Conference Table,Air,Paris Charles de Gaulle Airport,Warehouses,5.39,37.31,2584.6,975.67,6.7,High,2018
Aurora Trade Partners,United Kingdom,Commercial,Printer,Train,Interstate 40 (I-40),Manufacturers,11.33,37.97,1582.6,327.19,8.4,Low,2018
Frontier Supply Co.,New Zealand,Industrial,Pneumatic Tool,Ship,Interstate 15 (I-15),Wholesalers,13.14,45.02,9867.61,996.7,4.3,Medium,2022
Spectrum Enterprises,France,Residential,Washing Machine,Train,Interstate 80 (I-80),Manufacturers,13.66,24.02,4237.91,434.63,5.3,Medium,2018
Quantum Distributors,Colombia,Electric,Electric Heater,Train,Shinkansen Osaka-Kyoto,Suppliers,1.43,31.41,8122.78,332.58,8.2,Low,2022
Titan Resource Partners,Kenya,Commercial,Projector,Train,Port of Hamburg,Wholesalers,7.66,22.93,6542.23,265.37,4.8,Medium,2023
Nova Enterprises,Philippines,Electric,Surge Protector,Train,Interstate 65 (I-65),Retailers,17.91,33.19,2643.13,954.32,7.4,Low,2019
Elevate Enterprises,Greece,Commercial,File Cabinet,Truck,Port of Jebel Ali,Warehouses,2.8,3.31,6125.04,827.93,7.7,Medium,2018
Terra Resources,Uruguay,Transportation,Oil Filter,Air,Interstate 10 (I-10),Suppliers,19.69,2,543.26,696.44,9.6,Medium,2023
Infinity Logistics,Malaysia,Industrial,Pneumatic Tool,Ship,Interstate 55 (I-55),Manufacturers,16.76,4.23,346.99,529.12,9.3,High,2021
Titan Resource Partners,Kenya,Industrial,Welding Machine,Train,Interstate 35 (I-35),Logistics,17.58,40.66,9117.02,345.15,8.9,High,2023
Spectrum Enterprises,France,Residential,Washing Machine,Train,Eurostar London-Paris,Retailers,8.81,1.98,3887.13,953.08,7.7,Medium,2023
Apex Logistics,Vietnam,Commercial,Shredder,Ship,Port of Rotterdam,Manufacturers,3.72,34.35,9465.42,208.96,7.5,Medium,2018
Pinnacle Trading Co.,Singapore,Commercial,Office Desk,Ship,Port of Singapore,Warehouses,7.52,19.71,5641.93,185.51,4.6,Medium,2021
Spectrum Supplies,Japan,Residential,Microwave,Truck,Interstate 90 (I-90),Retailers,3.83,48.2,8304.19,910.19,4,High,2018
Spectrum Enterprises,France,Commercial,Projector,Air,Interstate 25 (I-25),Warehouses,12.85,6.46,8521.71,290.16,6.5,High,2022
Radiant Traders,Venezuela,Commercial,Coffee Maker,Train,Paris Orly Airport,Suppliers,19.01,9.78,990.9,435.8,5.7,Medium,2018
Spectrum Trading Solutions,Mexico,Residential,Washing Machine,Truck,Interstate 75 (I-75),Suppliers,7.94,10.34,7519.67,916.02,5.5,Low,2022
Pinnacle Trading Co.,Singapore,Industrial,Welding Machine,Train,Thalys Cologne-Paris,Wholesalers,5.02,43.13,9319.43,51.45,3.8,Medium,2019
Infinity Logistics,Malaysia,Electric,Electric Heater,Train,London Heathrow Airport,Warehouses,15.05,27.97,9027.3,480.55,8.2,Low,2022
Radiant Traders,Venezuela,Residential,Heater,Truck,London Heathrow Airport,Warehouses,7.09,6.84,8444.5,543.07,7.4,Medium,2022
Radiant Traders,Venezuela,Residential,Vacuum Cleaner,Truck,Thalys Cologne-Paris,Suppliers,3.51,31.22,9408.11,576.45,6.6,Medium,2019
Nova Trade Solutions,Italy,Transportation,Car Battery,Ship,Eurostar London-Brussels,Retailers,7.8,29.03,5404.71,665.34,7.8,High,2022
Summit Distribution,Poland,Commercial,Coffee Maker,Air,Interstate 55 (I-55),Suppliers,13.21,45.69,172.18,100.7,7.6,Medium,2021
Pinnacle Trading Co.,Singapore,Industrial,Hydraulic Pump,Air,Schiphol Airport,Wholesalers,1.3,32.81,6759.52,126.7,6.5,Low,2019
Vanguard Resources,Taiwan,Residential,Refrigerator,Ship,Port of Busan,Suppliers,12.47,21.25,7277.86,122.53,6.6,Low,2021
Elevate Enterprises,Greece,Industrial,Industrial Robot,Truck,Interstate 70 (I-70),Warehouses,18.58,4.28,5241.08,400.67,7.1,Medium,2018
Celestial Supply Chain,Chile,Industrial,Industrial Robot,Train,Paris Orly Airport,Logistics,3.57,23.48,7805.57,871.89,4.8,Medium,2018
Elevation Supply Chain,Portugal,Electric,Extension Cord,Truck,Thalys Paris-Brussels,Retailers,12.29,19.35,8489.7,580.78,10.1,Medium,2021
Ascend Distribution,Sweden,Transportation,Air Filter,Ship,Port of Long Beach,Retailers,17.94,10.3,440,122.49,5.6,Medium,2022
Infinity Logistics,Malaysia,Residential,Vacuum Cleaner,Truck,Interstate 55 (I-55),Suppliers,1.87,0.86,2110.07,414.25,4.8,Medium,2021
Spectrum Trading Solutions,Mexico,Transportation,Headlight,Air,Interstate 95 (I-95),Warehouses,10.27,18.06,727.1,122.88,6,High,2021
Pinnacle Resources,Peru,Residential,Vacuum Cleaner,Air,Port of Zeebrugge,Retailers,1.2,31.1,9676.34,119.68,8.4,High,2023
Elevation Supply Chain,Portugal,Commercial,Whiteboard,Truck,Interstate 55 (I-55),Warehouses,1.37,30.4,3193.54,446.64,2.6,Low,2021
Summit Distribution,Poland,Commercial,Printer,Air,Port of Felixstowe,Suppliers,12.83,41.36,6940.26,500.64,2.2,Low,2022
Titan Resource Partners,Kenya,Commercial,Projector,Truck,Frankfurt Airport,Manufacturers,17.2,44.58,5421.78,525.09,6.7,Medium,2022
Horizon Distribution,Chile,Residential,Refrigerator,Ship,Port of Singapore,Suppliers,8.3,12.74,8263.79,630.36,6,High,2022
Orion Trading Co.,Finland,Electric,Battery Charger,Truck,Shinkansen Tokyo-Osaka,Logistics,17.43,17.87,3934.6,993.66,6,Low,2023
Eclipse Distributors,Denmark,Commercial,Coffee Maker,Truck,Port of Felixstowe,Suppliers,1.17,38.91,3402.33,388.9,8.4,Low,2020
Pinnacle Trading Co.,Singapore,Industrial,Welding Machine,Train,Interstate 10 (I-10),Wholesalers,16.85,8.51,6166.37,978.11,4.5,High,2019
Celestial Resources,Ireland,Residential,Refrigerator,Air,Tokyo Narita Airport,Wholesalers,4.7,42.63,2917.16,789.52,4.6,Low,2022
Aurora Trade Partners,United Kingdom,Commercial,Projector,Air,Port of Busan,Warehouses,6.93,17.16,371.64,56.51,8.4,Medium,2020
Celestial Resources,Ireland,Industrial,Welding Machine,Truck,Schiphol Airport,Wholesalers,1.02,7.03,3500.59,640.5,6,Low,2022
Atlas Trading Co.,Singapore,Residential,Television,Ship,Port of Rotterdam,Logistics,12.86,6.15,5544.5,876.54,8,Low,2023
Elevation Supply Chain,Portugal,Commercial,Projector,Air,London Heathrow Airport,Suppliers,14.57,48.99,8594.34,208.01,7,Low,2021
Atlas Trading Co.,Singapore,Industrial,Industrial Robot,Ship,Thalys Amsterdam-Cologne,Manufacturers,1.33,4.71,1210.05,714.5,5.7,High,2020
Terra Logistics,India,Transportation,Oil Filter,Ship,Haneda Airport,Wholesalers,14.6,12.31,6784.29,15.25,6.7,High,2022
Orion Trading Co.,Finland,Transportation,Tire,Air,Port of Los Angeles,Suppliers,1.8,20.67,3856.32,289.05,5.3,Medium,2019
Eclipse Distributors,Denmark,Industrial,CNC Machine,Truck,Interstate 90 (I-90),Suppliers,1.89,42.31,9944.53,438.01,5.1,Medium,2022
Frontier Supply Co.,New Zealand,Commercial,Printer,Truck,Eurostar London-Brussels,Warehouses,2.3,10.59,2979.71,73.13,8.7,Low,2022
Vanguard Resources,Taiwan,Residential,Refrigerator,Air,Interstate 95 (I-95),Manufacturers,16.54,8.17,1305.77,374.91,5,High,2022
Terra Resources,Uruguay,Residential,Lamp,Ship,Frankfurt-Munich,Retailers,13.99,5.27,9819.54,233.35,6.6,High,2019
Vanguard Resources,Taiwan,Electric,Battery Charger,Truck,Interstate 95 (I-95),Retailers,11.98,19.83,539.65,556.58,5.7,Medium,2021
Apex Logistics,Vietnam,Commercial,Conference Table,Truck,Port of Singapore,Manufacturers,17.93,21.49,9832.08,898.99,2.6,Medium,2020
Frontier Resources,United States,Commercial,File Cabinet,Train,Port of Zeebrugge,Warehouses,1.73,23.54,6985.86,940.67,7.7,Low,2018
Elevation Supply Chain,Portugal,Electric,Solar Panel,Air,Hamburg Port,Wholesalers,10.87,32.02,9157.13,456.39,5.9,Medium,2020
Celestial Supply Chain,Chile,Transportation,Air Filter,Air,Port of Shanghai,Retailers,5.89,32.47,8436.28,872.69,4.6,Medium,2021
Radiant Traders,Venezuela,Electric,Electric Heater,Truck,Port of New York and New Jersey,Suppliers,1.9,41.52,1967.98,608.85,4.3,Medium,2021
Ascend Supply Chain,Bangladesh,Residential,Washing Machine,Truck,Amsterdam Airport Schiphol,Manufacturers,3.63,33.1,7415.36,991.76,6.9,High,2020
Nova Resource Group,Ukraine,Electric,LED Bulb,Air,Port of Antwerp,Wholesalers,5.38,37.62,4905.76,950.79,7.2,Low,2023
Terra Logistics,India,Electric,Electric Fan,Train,Gatwick Airport,Wholesalers,19.53,36.18,3218.09,249.98,4.9,Low,2021
Pinnacle Trading Co.,Singapore,Industrial,Pneumatic Tool,Train,Dubai Port,Retailers,16.33,1.66,2100.34,115.58,5,Medium,2019
Frontier Resources,United States,Transportation,Oil Filter,Train,Amtrak Acela Express,Wholesalers,9.76,31.38,9800.81,648.78,7.4,Medium,2019
Nova Enterprises,Philippines,Transportation,Radiator,Ship,Shinkansen Osaka-Kyoto,Logistics,2.87,11.46,145.59,731.71,8.1,High,2021
Ascend Distribution,Sweden,Transportation,Shock Absorber,Train,Port of Santos,Manufacturers,6.38,2.4,6684.11,815.6,6.9,Low,2021
Apex Supply Co.,Canada,Transportation,Headlight,Train,Interstate 40 (I-40),Warehouses,6.15,32.43,2136.3,413.87,5.5,Medium,2019
Vertex Industries,Turkey,Commercial,Shredder,Ship,Eurostar London-Paris,Suppliers,9.52,45.86,3474.8,20.94,6.1,Low,2021
Eclipse Distributors,Denmark,Electric,Smart Plug,Truck,Port of Long Beach,Retailers,10.17,10.2,2271.75,963.89,8.4,Low,2021
Stellar Supply Co.,Malaysia,Residential,Air Conditioner,Train,TGV Paris-Marseille,Warehouses,8.89,43.9,5334.96,606.43,6.7,Low,2018
Elevate Enterprises,Greece,Industrial,Forklift,Ship,Thalys Paris-Brussels,Warehouses,6.32,12.45,2521.95,297.81,6.7,Low,2020
Quantum Logistics,Indonesia,Residential,Heater,Train,Shinkansen Tokyo-Osaka,Logistics,4.53,40.86,2153.26,861.94,8.5,High,2022
Summit Procurement,Thailand,Commercial,Desk Chair,Truck,Thalys Amsterdam-Cologne,Logistics,17.37,9.56,3742.86,409.1,7.9,Low,2023
Vanguard Supply,China,Electric,Smart Plug,Ship,LAX Airport,Logistics,11.33,30.81,606.62,969.57,4.4,High,2021
Horizon Supplies,Netherlands,Commercial,File Cabinet,Air,Interstate 55 (I-55),Suppliers,5.37,36.35,4609.89,517.76,5.7,Medium,2018
